junction	edge
4753766320	:4753766320_3
475392102	:475392102_0
475394841	:475394841_0
475394859	:475394859_0
475394859	:475394859_1
475396372	:475396372_0
475405136	:475405136_0
475405136	:475405136_0
475406849	:475406849_0
475406849	:475406849_0
475406849	:475406849_0
475406853	:475406853_0
475406853	:475406853_0
475406853	:475406853_0
475408774	:475408774_0
475408774	:475408774_1
475410116	:475410116_0
475410116	:475410116_1
475410116	:475410116_1
475410118	:475410118_0
475410511	:475410511_0
475410511	:475410511_1
475410511	:475410511_2
475410511	:475410511_3
475548529	:475548529_0
475548529	:475548529_0
475548529	:475548529_0
475548530	:475548530_0
475548530	:475548530_1
475549048	:475549048_0
475549048	:475549048_2
475549495	:475549495_0
475550561	:475550561_0
475550565	:475550565_0
475550923	:475550923_0
475550923	:475550923_1
475550923	:475550923_2
475551223	:475551223_0
475551227	:475551227_0
475552096	:475552096_0
475555187	:475555187_0
475555187	:475555187_1
475725587	:475725587_0
475725589	:475725589_0
475737524	:475737524_0
475737524	:475737524_1
475796332	:475796332_0
475796338	:475796338_0
4762419635	:4762419635_0
4762419635	:4762419635_0
4762419635	:4762419635_0
4773359866	:4773359866_0
4773359866	:4773359866_0
4773359866	:4773359866_0
478087374	:478087374_0
478089188	:478089188_0
478208164	:478208164_0
478208214	:478208214_0
478863293	:478863293_0
479183080	:479183080_0
479183225	:479183225_0
479183225	:479183225_1
479183225	:479183225_2
479183225	:479183225_3
479183225	:479183225_3
479183608	:479183608_0
479183608	:479183608_1
479183608	:479183608_1
479183873	:479183873_0
479183873	:479183873_5
479183873	:479183873_2
479183873	:479183873_3
479183873	:479183873_3
4888395227	:4888395227_0
4888395227	:4888395227_1
4925189617	:4925189617_0
4925459193	:4925459193_0
4925459193	:4925459193_4
4925459193	:4925459193_2
4925459193	:4925459193_2
4927269235	:4927269235_0
4970029252	:4970029252_0
4970029252	:4970029252_1
4970029257	:4970029257_0
4970029257	:4970029257_1
501225889	:501225889_0
501225889	:501225889_0
501225889	:501225889_2
501252472	:501252472_0
501252472	:501252472_0
5051610943	:5051610943_0
5051610943	:5051610943_1
5051610943	:5051610943_2
5054992986	:5054992986_0
5054992986	:5054992986_0
5054992986	:5054992986_0
5056652753	:5056652753_0
506097312	:506097312_0
506097312	:506097312_5
506097312	:506097312_2
506097312	:506097312_2
506097312	:506097312_6
5064945165	:5064945165_0
510745676	:510745676_0
510745676	:510745676_1
510745680	:510745680_0
510745680	:510745680_4
510745680	:510745680_2
510745680	:510745680_5
510772505	:510772505_0
510772505	:510772505_0
510772661	:510772661_0
510786361	:510786361_0
5118553689	:5118553689_0
5118553689	:5118553689_0
5118553689	:5118553689_0
5118553691	:5118553691_0
513920936	:513920936_0
513920936	:513920936_5
513920936	:513920936_2
513920936	:513920936_2
513920936	:513920936_6
513920937	:513920937_0
513920937	:513920937_0
513920996	:513920996_0
513920996	:513920996_0
513921171	:513921171_0
513921171	:513921171_4
513921171	:513921171_2
513921171	:513921171_5
5175588785	:5175588785_0
5175588785	:5175588785_1
5175588785	:5175588785_1
5175588787	:5175588787_0
5175588787	:5175588787_1
5175588787	:5175588787_1
5175588788	:5175588788_0
5175588788	:5175588788_0
5258500725	:5258500725_0
5258500725	:5258500725_1
5268154586	:5268154586_0
5268154586	:5268154586_4
5268154586	:5268154586_2
5268154586	:5268154586_5
5268162904	:5268162904_0
5268162905	:5268162905_0
5268162905	:5268162905_0
5268162905	:5268162905_0
5284320721	:5284320721_0
5284320721	:5284320721_0
5284320721	:5284320721_2
5284320721	:5284320721_3
5284320721	:5284320721_4
5284368076	:5284368076_0
5284368076	:5284368076_1
5284385979	:5284385979_0
5284385979	:5284385979_0
5284385982	:5284385982_0
5284385985	:5284385985_0
5284452733	:5284452733_0
5284452733	:5284452733_0
5284452733	:5284452733_2
5284452740	:5284452740_0
5284452740	:5284452740_1
5284452750	:5284452750_0
5284452750	:5284452750_1
5284452750	:5284452750_2
5284452750	:5284452750_2
5284452758	:5284452758_0
5284452758	:5284452758_0
5284452787	:5284452787_0
5284452787	:5284452787_1
5284452790	:5284452790_0
5284452790	:5284452790_1
5284452790	:5284452790_1
5284452792	:5284452792_0
5284452792	:5284452792_0
5284452803	:5284452803_0
5284452808	:5284452808_0
5284452808	:5284452808_1
5284452808	:5284452808_2
5284452808	:5284452808_2
5284452939	:5284452939_0
5284452939	:5284452939_0
5284452939	:5284452939_2
5284498238	:5284498238_0
5284498238	:5284498238_1
5291538848	:5291538848_0
5291538848	:5291538848_1
5291597602	:5291597602_0
5291598234	:5291598234_0
5291598234	:5291598234_0
5291598235	:5291598235_0
5291598235	:5291598235_1
5291598235	:5291598235_1
5291598237	:5291598237_0
5291598237	:5291598237_0
5291598238	:5291598238_0
5291598238	:5291598238_0
5291598240	:5291598240_0
5291598240	:5291598240_1
5291598250	:5291598250_0
5291598250	:5291598250_0
5291598250	:5291598250_2
5291598263	:5291598263_0
5291836418	:5291836418_0
5291836418	:5291836418_1
5291861690	:5291861690_0
5291861690	:5291861690_0
5291861707	:5291861707_0
5291861707	:5291861707_0
5291883012	:5291883012_0
5291883012	:5291883012_1
5291883012	:5291883012_1
5291883012	:5291883012_1
5297460977	:5297460977_0
5297512321	:5297512321_0
5297703224	:5297703224_0
5297703224	:5297703224_1
5297703224	:5297703224_1
5305661171	:5305661171_0
5305661173	:5305661173_0
5305661173	:5305661173_1
5305698011	:5305698011_0
5305698011	:5305698011_0
5305836809	:5305836809_0
5305836809	:5305836809_1
5305836809	:5305836809_1
5305836809	:5305836809_1
5305836812	:5305836812_0
5305836812	:5305836812_1
5305836812	:5305836812_1
5305836812	:5305836812_1
5305836815	:5305836815_0
5305836815	:5305836815_1
5305836815	:5305836815_1
5305836815	:5305836815_1
5305836816	:5305836816_0
5305836816	:5305836816_1
5305836816	:5305836816_1
5305836816	:5305836816_1
5305836817	:5305836817_0
5305836817	:5305836817_1
5305836817	:5305836817_1
5305836817	:5305836817_1
5305837223	:5305837223_0
5305837223	:5305837223_1
5305837223	:5305837223_1
5305837223	:5305837223_1
5305837224	:5305837224_0
5305837224	:5305837224_1
5305837224	:5305837224_1
5305837224	:5305837224_1
5305837225	:5305837225_0
5305837225	:5305837225_1
5305837225	:5305837225_1
5305837225	:5305837225_1
5305837226	:5305837226_0
5305837226	:5305837226_1
5305837226	:5305837226_1
5305837227	:5305837227_0
5305837227	:5305837227_1
5305837227	:5305837227_1
5305837228	:5305837228_0
5305837228	:5305837228_1
5305837228	:5305837228_1
5305837229	:5305837229_0
5305837229	:5305837229_1
5305837229	:5305837229_1
5305837229	:5305837229_1
5305837232	:5305837232_0
5305837235	:5305837235_0
5305837235	:5305837235_1
5305837235	:5305837235_1
5305866750	:5305866750_0
5305866750	:5305866750_0
5305866750	:5305866750_0
5305866751	:5305866751_0
5305866751	:5305866751_0
5305866752	:5305866752_0
5305866752	:5305866752_0
5305866753	:5305866753_0
5305866753	:5305866753_0
5305866753	:5305866753_0
5307607945	:5307607945_0
5307607945	:5307607945_0
5307607946	:5307607946_0
5307607946	:5307607946_0
5307607947	:5307607947_0
5307607947	:5307607947_0
5307607950	:5307607950_0
5307607950	:5307607950_0
5307607950	:5307607950_0
5307607951	:5307607951_0
5307607951	:5307607951_0
5307607951	:5307607951_0
5307607952	:5307607952_0
5307607952	:5307607952_0
5307607953	:5307607953_0
5307607953	:5307607953_0
5307607954	:5307607954_0
5307607954	:5307607954_0
5307607956	:5307607956_0
5307607956	:5307607956_0
5307607958	:5307607958_0
5307607958	:5307607958_0
5307607961	:5307607961_0
5307607961	:5307607961_0
5307690015	:5307690015_0
5307690020	:5307690020_0
5310457030	:5310457030_0
5322898684	:5322898684_0
5322898684	:5322898684_0
5322898684	:5322898684_0
5322898692	:5322898692_0
5322898695	:5322898695_0
5342917065	:5342917065_0
5342917065	:5342917065_0
5342917065	:5342917065_2
534476357	:534476357_0
5494270496	:5494270496_0
5494270496	:5494270496_0
5494270820	:5494270820_0
5494270820	:5494270820_1
5494270820	:5494270820_2
5494270820	:5494270820_7
5494270820	:5494270820_4
5494270820	:5494270820_5
5494270820	:5494270820_6
5494270821	:5494270821_0
5494270822	:5494270822_0
5494270822	:5494270822_0
5494270822	:5494270822_8
5494270822	:5494270822_3
5494270822	:5494270822_4
5494270822	:5494270822_5
5494270822	:5494270822_6
5494270822	:5494270822_7
5494270825	:5494270825_0
5494270826	:5494270826_0
5494270827	:5494270827_0
5494270827	:5494270827_1
5494270827	:5494270827_2
5494270827	:5494270827_3
5494270827	:5494270827_4
5494270827	:5494270827_5
5494270827	:5494270827_6
5494270827	:5494270827_7
5494270827	:5494270827_8
5494270828	:5494270828_0
5494270829	:5494270829_0
5494270829	:5494270829_1
5494270829	:5494270829_2
5494270829	:5494270829_3
5494270829	:5494270829_4
5494270829	:5494270829_5
5494270829	:5494270829_6
5494270829	:5494270829_7
5494270829	:5494270829_8
5494270830	:5494270830_0
5494270838	:5494270838_0
5494270838	:5494270838_1
5494270838	:5494270838_2
5494270838	:5494270838_3
5494270838	:5494270838_3
5494271709	:5494271709_0
5494271709	:5494271709_0
5494271709	:5494271709_0
5494272213	:5494272213_0
5494272213	:5494272213_0
5494272217	:5494272217_0
5494272217	:5494272217_0
5494272533	:5494272533_0
5494272533	:5494272533_0
5494272735	:5494272735_0
5494272735	:5494272735_0
5494272735	:5494272735_0
5494272793	:5494272793_0
5494274699	:5494274699_0
5494274699	:5494274699_1
5494274699	:5494274699_2
5494274699	:5494274699_3
5494274769	:5494274769_0
5494274769	:5494274769_0
5494274769	:5494274769_2
5494274769	:5494274769_2
5494274790	:5494274790_0
5494274790	:5494274790_0
5494274791	:5494274791_0
5494274791	:5494274791_0
5576758241	:5576758241_0
5581600172	:5581600172_0
5581600172	:5581600172_1
5581600175	:5581600175_0
5581600175	:5581600175_1
5611788105	:5611788105_0
5611788105	:5611788105_4
5611788105	:5611788105_2
5611788105	:5611788105_5
5611788107	:5611788107_0
5627232884	:5627232884_0
5627232884	:5627232884_0
5627232884	:5627232884_2
5627251097	:5627251097_0
5627251097	:5627251097_0
5673028053	:5673028053_0
5673028053	:5673028053_1
5686150765	:5686150765_0
5686150765	:5686150765_0
5686150765	:5686150765_0
5771442298	:5771442298_0
5771442305	:5771442305_0
5849847839	:5849847839_0
5849847847	:5849847847_0
5849857843	:5849857843_0
5849857843	:5849857843_1
5849857843	:5849857843_1
5858646703	:5858646703_0
5858646703	:5858646703_1
5858646703	:5858646703_1
5865166001	:5865166001_0
5865166001	:5865166001_1
5865201858	:5865201858_0
5865201858	:5865201858_0
5865201858	:5865201858_0
5865201859	:5865201859_0
5865201859	:5865201859_0
5865201859	:5865201859_2
5865201859	:5865201859_2
5865201860	:5865201860_0
5865201860	:5865201860_1
5865201872	:5865201872_0
5865201872	:5865201872_0
5865201872	:5865201872_0
5865202387	:5865202387_0
5865202387	:5865202387_0
5865202387	:5865202387_0
5865202390	:5865202390_0
5865202390	:5865202390_0
5865202390	:5865202390_0
5865202396	:5865202396_0
5865202396	:5865202396_0
5865202396	:5865202396_0
5884295414	:5884295414_0
5884295414	:5884295414_1
5884295414	:5884295414_1
5902246681	:5902246681_0
5902246683	:5902246683_0
5902246683	:5902246683_0
5902246683	:5902246683_0
5902246684	:5902246684_0
5902246684	:5902246684_1
5902246684	:5902246684_1
5902247587	:5902247587_0
5902247587	:5902247587_0
5902247589	:5902247589_0
5902247589	:5902247589_0
6209115170	:6209115170_0
6209115170	:6209115170_0
6244576698	:6244576698_0
6244576698	:6244576698_4
6244576698	:6244576698_2
6244576698	:6244576698_5
6244576712	:6244576712_0
6244576712	:6244576712_0
6244576715	:6244576715_0
6244576715	:6244576715_0
6249234969	:6249234969_0
6249234969	:6249234969_0
6249235129	:6249235129_0
6249235129	:6249235129_1
6249235131	:6249235131_0
6249235131	:6249235131_1
6252252018	:6252252018_0
6252252018	:6252252018_0
6252252019	:6252252019_0
6252252019	:6252252019_1
6252252019	:6252252019_1
6252252020	:6252252020_0
6252252020	:6252252020_0
6252252020	:6252252020_2
6329807257	:6329807257_0
6329807257	:6329807257_0
6405838291	:6405838291_0
6424327984	:6424327984_0
6424327984	:6424327984_4
6424327984	:6424327984_2
6424327984	:6424327984_5
6497991992	:6497991992_0
6497991992	:6497991992_1
6509402364	:6509402364_0
6509402364	:6509402364_1
6509402364	:6509402364_1
6509402364	:6509402364_3
6509402365	:6509402365_0
6537250872	:6537250872_0
6537250872	:6537250872_1
6537301905	:6537301905_0
6537301905	:6537301905_0
6545541668	:6545541668_0
6545541668	:6545541668_1
6550884965	:6550884965_0
6550884965	:6550884965_0
6551282170	:6551282170_0
6551282170	:6551282170_1
6587244979	:6587244979_0
6587248231	:6587248231_0
6587248231	:6587248231_1
6587248234	:6587248234_0
6587248234	:6587248234_1
6591874893	:6591874893_0
6591874893	:6591874893_1
6591874893	:6591874893_1
6616174543	:6616174543_0
6616174543	:6616174543_0
6616174543	:6616174543_0
6628663160	:6628663160_0
6628663160	:6628663160_0
6628663161	:6628663161_0
6628663161	:6628663161_0
6628663162	:6628663162_0
6628663162	:6628663162_0
6628663163	:6628663163_0
6628663163	:6628663163_0
6640306192	:6640306192_0
6640306230	:6640306230_0
6640652576	:6640652576_0
6647824060	:6647824060_0
6680293205	:6680293205_0
6680293205	:6680293205_0
668955253	:668955253_0
668955253	:668955253_1
668955253	:668955253_2
6795325279	:6795325279_0
6805776154	:6805776154_0
6805776154	:6805776154_0
6805776154	:6805776154_2
6805776154	:6805776154_2
6805776158	:6805776158_0
6805776159	:6805776159_0
6805776164	:6805776164_0
6805797071	:6805797071_0
6806119227	:6806119227_0
6806119227	:6806119227_0
6806119227	:6806119227_2
6806119227	:6806119227_2
6811935493	:6811935493_0
6811935493	:6811935493_1
6811935499	:6811935499_0
6811935499	:6811935499_1
6811935499	:6811935499_2
6811935499	:6811935499_3
6811935499	:6811935499_4
6811935499	:6811935499_5
6811935499	:6811935499_6
6811935499	:6811935499_7
6811935499	:6811935499_8
747467609	:747467609_0
747467619	:747467619_0
747478280	:747478280_0
747478280	:747478280_0
747478280	:747478280_0
773982493	:773982493_0
773982493	:773982493_1
784545881	:784545881_0
784545881	:784545881_0
784545881	:784545881_0
784545881	:784545881_0
784545891	:784545891_0
784545891	:784545891_0
784545891	:784545891_0
784545905	:784545905_0
784545905	:784545905_0
784545905	:784545905_0
784545908	:784545908_0
784545908	:784545908_0
784545908	:784545908_0
784545912	:784545912_0
784545912	:784545912_0
784545912	:784545912_0
784545912	:784545912_0
90378707	:90378707_0
90378707	:90378707_1
90378707	:90378707_2
90378707	:90378707_2
90378710	:90378710_0
90378710	:90378710_0
90378710	:90378710_0
90378713	:90378713_0
90378713	:90378713_1
90378713	:90378713_2
90378713	:90378713_2
90378713	:90378713_2
90378716	:90378716_0
90378716	:90378716_0
90378716	:90378716_0
90378716	:90378716_3
90378716	:90378716_3
90378716	:90378716_3
913164431	:913164431_0
913164431	:913164431_0
913164431	:913164431_0
930155431	:930155431_0
930155431	:930155431_0
930155431	:930155431_0
930155431	:930155431_3
930155434	:930155434_0
930155434	:930155434_0
930155434	:930155434_0
930155434	:930155434_3
930155434	:930155434_4
974882842	:974882842_0
974882842	:974882842_4
974882842	:974882842_2
974882842	:974882842_5
974882854	:974882854_0
974882854	:974882854_4
974882854	:974882854_2
974882854	:974882854_5
gneJ0	:gneJ0_0
gneJ11	:gneJ11_0
gneJ14	:gneJ14_0
gneJ15	:gneJ15_0
gneJ15	:gneJ15_0
gneJ16	:gneJ16_0
gneJ16	:gneJ16_0
gneJ17	:gneJ17_0
gneJ17	:gneJ17_0
gneJ18	:gneJ18_0
gneJ18	:gneJ18_0
gneJ19	:gneJ19_0
gneJ19	:gneJ19_0
gneJ20	:gneJ20_0
gneJ20	:gneJ20_0
gneJ21	:gneJ21_0
gneJ21	:gneJ21_0
gneJ21	:gneJ21_0
gneJ22	:gneJ22_0
gneJ22	:gneJ22_0
gneJ23	:gneJ23_0
gneJ25	:gneJ25_0
gneJ26	:gneJ26_0
gneJ27	:gneJ27_0
gneJ33	:gneJ33_0
gneJ35	:gneJ35_0
gneJ35	:gneJ35_0
gneJ38	:gneJ38_0
gneJ38	:gneJ38_0
gneJ40	:gneJ40_0
gneJ47	:gneJ47_0
gneJ48	:gneJ48_0
:112594210_9_0	:112594210_3
:112594210_9_0	:112594210_6
:112594210_10_0	:112594210_0
:112594210_10_0	:112594210_1
:112594210_10_0	:112594210_4
:112594210_10_0	:112594210_5
:112594210_11_0	:112594210_1
:112594210_11_0	:112594210_5
:1202110494_6_0	:1202110494_3
:1202110494_6_0	:1202110494_4
:1202110494_6_0	:1202110494_5
:1202110497_7_0	:1202110497_3
:1202110497_7_0	:1202110497_6
:1202110497_8_0	:1202110497_0
:1202110497_8_0	:1202110497_1
:1202110497_8_0	:1202110497_6
:1207560212_3_0	:1207560212_2
:1207560213_6_0	:1207560213_3
:1207560213_6_0	:1207560213_4
:1207560213_6_0	:1207560213_5
:1216466439_2_0	:1216466439_0
:1216789883_6_0	:1216789883_3
:1216789883_6_0	:1216789883_4
:1216789883_7_0	:1216789883_4
:1216789883_8_0	:1216789883_0
:1216789894_4_0	:1216789894_2
:1216789894_5_0	:1216789894_0
:122432561_4_0	:122432561_2
:122432561_5_0	:122432561_0
:122432566_4_0	:122432566_2
:122432566_5_0	:122432566_0
:122452407_6_0	:122452407_0
:122452407_6_0	:122452407_0
:122452427_8_0	:122452427_0
:122452427_8_0	:122452427_1
:122452427_8_0	:122452427_3
:122452427_8_0	:122452427_3
:122452427_8_0	:122452427_5
:122452434_8_0	:122452434_0
:122452434_8_0	:122452434_1
:122452434_8_0	:122452434_3
:122452434_8_0	:122452434_3
:122452434_8_0	:122452434_5
:1243857944_4_0	:1243857944_2
:1243857944_5_0	:1243857944_0
:126592365_4_0	:126592365_3
:126604785_6_0	:126604785_3
:126604785_6_0	:126604785_4
:126604785_6_0	:126604785_5
:126604785_7_0	:126604785_1
:126604785_7_0	:126604785_2
:126604785_7_0	:126604785_3
:126604789_11_0	:126604789_1
:126604789_11_0	:126604789_2
:126604789_11_0	:126604789_7
:126604789_11_0	:126604789_8
:126604789_11_0	:126604789_9
:126604789_11_0	:126604789_10
:126617354_8_0	:126617354_2
:126617354_8_0	:126617354_3
:126617354_8_0	:126617354_5
:126617354_8_0	:126617354_5
:126617354_8_0	:126617354_7
:126617428_9_0	:126617428_2
:126617428_9_0	:126617428_3
:126617428_9_0	:126617428_5
:126617428_9_0	:126617428_5
:126617428_9_0	:126617428_5
:126617428_9_0	:126617428_8
:1274830098_8_0	:1274830098_4
:1274830098_8_0	:1274830098_5
:1274830098_8_0	:1274830098_6
:1274830098_8_0	:1274830098_7
:128560274_4_0	:128560274_2
:128560437_4_0	:128560437_2
:128560437_4_0	:128560437_3
:128560448_5_0	:128560448_2
:128560448_5_0	:128560448_2
:128560448_6_0	:128560448_0
:128617100_7_0	:128617100_1
:128617100_7_0	:128617100_1
:128617100_8_0	:128617100_1
:128617100_8_0	:128617100_1
:128673221_6_0	:128673221_4
:128673221_6_0	:128673221_4
:128673223_8_0	:128673223_3
:128673223_8_0	:128673223_4
:128673223_8_0	:128673223_6
:128673223_8_0	:128673223_7
:128677717_5_0	:128677717_2
:128677717_5_0	:128677717_3
:128677717_5_0	:128677717_3
:129559333_5_0	:129559333_3
:129559333_5_0	:129559333_4
:129559334_6_0	:129559334_3
:129559334_6_0	:129559334_4
:129559334_7_0	:129559334_0
:129559334_7_0	:129559334_1
:129795309_7_0	:129795309_4
:129795309_7_0	:129795309_5
:129795309_8_0	:129795309_5
:129795309_9_0	:129795309_0
:129795309_9_0	:129795309_0
:129800102_7_0	:129800102_4
:129800102_7_0	:129800102_5
:129800102_8_0	:129800102_5
:129800102_9_0	:129800102_0
:129800102_9_0	:129800102_0
:137819989_4_0	:137819989_0
:137819989_4_0	:137819989_0
:137896691_7_0	:137896691_0
:137896691_7_0	:137896691_1
:137896691_7_0	:137896691_1
:137896691_7_0	:137896691_6
:137981937_4_0	:137981937_2
:137981937_5_0	:137981937_0
:138197779_4_0	:138197779_2
:138197779_5_0	:138197779_0
:138208872_4_0	:138208872_2
:138208872_4_0	:138208872_3
:138230335_5_0	:138230335_0
:138230335_5_0	:138230335_1
:138231423_6_0	:138231423_0
:138231423_6_0	:138231423_1
:138234852_8_0	:138234852_0
:138234852_8_0	:138234852_1
:138234852_8_0	:138234852_3
:138234852_8_0	:138234852_3
:138234852_9_0	:138234852_0
:138234852_9_0	:138234852_1
:138234852_9_0	:138234852_3
:138234852_9_0	:138234852_3
:1471188701_4_0	:1471188701_2
:1471188701_5_0	:1471188701_0
:1471188703_12_0	:1471188703_0
:1471188703_12_0	:1471188703_1
:1471188703_12_0	:1471188703_4
:1471188703_12_0	:1471188703_5
:1471188703_12_0	:1471188703_10
:1471188703_12_0	:1471188703_11
:1771990365_6_0	:1771990365_3
:1771990365_6_0	:1771990365_4
:1771990365_6_0	:1771990365_5
:1788785599_5_0	:1788785599_2
:1788785599_5_0	:1788785599_3
:1788785599_5_0	:1788785599_3
:1788785599_6_0	:1788785599_2
:1788785599_6_0	:1788785599_3
:1788785599_6_0	:1788785599_3
:1788786316_4_0	:1788786316_3
:1788786433_5_0	:1788786433_3
:1788786433_6_0	:1788786433_0
:1788786433_6_0	:1788786433_0
:1837918508_4_0	:1837918508_2
:1866347269_3_0	:1866347269_1
:1866347269_3_0	:1866347269_2
:1866347361_6_0	:1866347361_3
:1866347361_7_0	:1866347361_0
:1866347361_7_0	:1866347361_1
:1866347361_8_0	:1866347361_1
:2109261123_2_0	:2109261123_0
:2204099938_7_0	:2204099938_0
:2204099938_7_0	:2204099938_1
:2204099938_7_0	:2204099938_3
:2204099938_7_0	:2204099938_4
:2204179952_2_0	:2204179952_1
:2246086926_4_0	:2246086926_0
:2246086926_4_0	:2246086926_0
:2246086926_5_0	:2246086926_0
:2246086926_5_0	:2246086926_0
:2453063704_4_0	:2453063704_2
:2453063704_5_0	:2453063704_0
:2453063708_4_0	:2453063708_2
:2453063708_5_0	:2453063708_0
:2454212908_5_0	:2454212908_3
:2454212908_6_0	:2454212908_0
:2454212908_6_0	:2454212908_0
:2490198485_4_0	:2490198485_2
:2490198485_5_0	:2490198485_0
:25620948_4_0	:25620948_2
:25632227_3_0	:25632227_0
:25632228_4_0	:25632228_3
:25632231_6_0	:25632231_2
:25632231_6_0	:25632231_4
:25632231_7_0	:25632231_0
:25632231_7_0	:25632231_4
:25632231_7_0	:25632231_5
:25632278_4_0	:25632278_2
:25632278_4_0	:25632278_3
:25632278_5_0	:25632278_3
:25632361_7_0	:25632361_0
:25632361_7_0	:25632361_1
:25632361_7_0	:25632361_3
:25632361_7_0	:25632361_4
:25632463_4_0	:25632463_2
:2682369424_6_0	:2682369424_3
:2682369424_6_0	:2682369424_3
:2682369424_7_0	:2682369424_0
:2682369424_7_0	:2682369424_0
:2682369428_6_0	:2682369428_3
:2682369428_6_0	:2682369428_3
:2682369428_7_0	:2682369428_0
:2682369428_7_0	:2682369428_0
:286969310_2_0	:286969310_0
:2884840234_4_0	:2884840234_2
:2884840234_5_0	:2884840234_0
:299610558_3_0	:299610558_0
:299610558_3_0	:299610558_0
:299613373_6_0	:299613373_2
:299613373_6_0	:299613373_2
:299613373_6_0	:299613373_2
:299613373_7_0	:299613373_0
:299613573_6_0	:299613573_2
:299613573_6_0	:299613573_2
:299613573_6_0	:299613573_2
:299613573_7_0	:299613573_0
:3024642959_5_0	:3024642959_2
:3024642959_5_0	:3024642959_3
:3024642959_5_0	:3024642959_3
:3092543648_5_0	:3092543648_3
:3092543648_5_0	:3092543648_3
:311889375_5_0	:311889375_0
:311889375_5_0	:311889375_1
:3130312347_4_0	:3130312347_0
:314555992_7_0	:314555992_1
:314555992_7_0	:314555992_5
:314555992_8_0	:314555992_0
:314555992_8_0	:314555992_2
:314555992_8_0	:314555992_2
:3153341344_4_0	:3153341344_2
:3153341344_5_0	:3153341344_0
:343646688_2_0	:343646688_1
:343646697_4_0	:343646697_2
:343646697_5_0	:343646697_0
:343646735_11_0	:343646735_0
:343646735_11_0	:343646735_1
:343646735_11_0	:343646735_3
:343646735_11_0	:343646735_4
:343646735_11_0	:343646735_9
:343646735_11_0	:343646735_10
:343646747_3_0	:343646747_2
:343646810_9_0	:343646810_0
:343646810_9_0	:343646810_1
:343646810_9_0	:343646810_3
:343646810_9_0	:343646810_3
:343646810_9_0	:343646810_3
:343646810_9_0	:343646810_6
:3800020363_4_0	:3800020363_2
:3800020363_5_0	:3800020363_0
:3800020423_4_0	:3800020423_2
:3800020423_5_0	:3800020423_0
:3950967587_8_0	:3950967587_0
:3950967587_8_0	:3950967587_1
:3950967587_8_0	:3950967587_3
:3950967587_8_0	:3950967587_4
:411842524_6_0	:411842524_3
:411842524_6_0	:411842524_4
:411842524_6_0	:411842524_5
:416011733_4_0	:416011733_2
:416011733_4_0	:416011733_2
:4241285268_4_0	:4241285268_2
:4241285268_5_0	:4241285268_0
:425727393_6_0	:425727393_0
:425727393_6_0	:425727393_1
:425727393_6_0	:425727393_5
:427067696_3_0	:427067696_0
:428214955_4_0	:428214955_2
:428214955_5_0	:428214955_0
:428217533_4_0	:428217533_2
:428217533_5_0	:428217533_0
:4440811616_5_0	:4440811616_0
:4440811616_5_0	:4440811616_0
:4464130475_5_0	:4464130475_2
:4464130475_5_0	:4464130475_2
:452682270_6_0	:452682270_0
:452682270_6_0	:452682270_0
:4585850869_4_0	:4585850869_2
:4585850869_5_0	:4585850869_0
:4585850876_9_0	:4585850876_4
:4585850876_9_0	:4585850876_5
:4585850876_9_0	:4585850876_6
:4585850876_9_0	:4585850876_7
:4585850876_10_0	:4585850876_3
:4585850876_10_0	:4585850876_7
:4585850876_11_0	:4585850876_0
:4585850876_11_0	:4585850876_4
:4585850879_9_0	:4585850879_4
:4585850879_9_0	:4585850879_5
:4585850879_9_0	:4585850879_6
:4585850879_9_0	:4585850879_7
:4585850879_10_0	:4585850879_3
:4585850879_10_0	:4585850879_7
:4585850879_11_0	:4585850879_0
:4585850879_11_0	:4585850879_4
:4585852347_4_0	:4585852347_2
:4585852347_5_0	:4585852347_0
:4598508646_3_0	:4598508646_0
:4612031733_4_0	:4612031733_2
:4612031733_5_0	:4612031733_0
:4612031737_4_0	:4612031737_2
:4612031737_5_0	:4612031737_0
:4612052759_4_0	:4612052759_2
:4612052759_5_0	:4612052759_0
:4737133828_4_0	:4737133828_2
:473879871_4_0	:473879871_2
:473879871_5_0	:473879871_0
:4749945342_4_0	:4749945342_2
:4749945342_5_0	:4749945342_0
:4751728935_5_0	:4751728935_2
:4751728935_5_0	:4751728935_2
:4751728935_6_0	:4751728935_0
:4751728984_5_0	:4751728984_2
:4751728984_5_0	:4751728984_2
:4751728984_6_0	:4751728984_0
:475549048_2_0	:475549048_0
:479183873_5_0	:479183873_2
:479183873_5_0	:479183873_3
:479183873_5_0	:479183873_3
:4925459193_4_0	:4925459193_2
:4925459193_4_0	:4925459193_2
:506097312_5_0	:506097312_2
:506097312_5_0	:506097312_2
:506097312_6_0	:506097312_0
:510745680_4_0	:510745680_2
:510745680_5_0	:510745680_0
:513920936_5_0	:513920936_2
:513920936_5_0	:513920936_2
:513920936_6_0	:513920936_0
:513921171_4_0	:513921171_2
:513921171_5_0	:513921171_0
:5268154586_4_0	:5268154586_2
:5268154586_5_0	:5268154586_0
:5494270820_7_0	:5494270820_0
:5494270820_7_0	:5494270820_1
:5494270820_7_0	:5494270820_5
:5494270820_7_0	:5494270820_6
:5494270822_8_0	:5494270822_4
:5494270822_8_0	:5494270822_5
:5494270822_8_0	:5494270822_6
:5494270822_8_0	:5494270822_7
:5611788105_4_0	:5611788105_2
:5611788105_5_0	:5611788105_0
